Player,Nation,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Shots/90,SoT/90,Goals/Shots,Goals/SoT,AvgDist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Carlos Augusto,BRA,"DF,FW",Inter,24,1999,5.3,0,6,2,33.3,1.14,0.38,0.00,0.00,15.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Yann Aurel Bisseck,GER,DF,Inter,22,2000,1.9,0,2,1,50.0,1.05,0.52,0.00,0.00,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Fredrik Aursnes,NOR,"DF,MF",Benfica,27,1995,6.0,0,2,2,100.0,0.33,0.33,0.00,0.00,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Kaan Ayhan,TUR,"MF,DF",Galatasaray,28,1994,4.2,0,3,0,0.0,0.71,0.00,0.00,,18.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4
Neil El Aynaoui,FRA,MF,Lens,22,2001,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Irakli Azarov,GEO,DF,Shakhtar,21,2002,3.3,0,3,1,33.3,0.91,0.30,0.00,0.00,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1
César Azpilicueta,ESP,DF,Atlético Madrid,33,1989,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Isaac Babadi,NED,"FW,MF",PSV Eindhoven,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Loïc Bade,FRA,DF,Sevilla,23,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexander Bah,DEN,DF,Benfica,25,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Samson Baidoo,AUT,DF,RB Salzburg,19,2004,3.4,0,1,0,0.0,0.30,0.00,0.00,,15.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2
Cédric Bakambu,COD,FW,Galatasaray,32,1991,0.4,1,7,3,42.9,16.58,7.11,0.14,0.33,12.0,0,0,0,0.5,0.5,0.08,+0.5,+0.5
Johan Bakayoko,BEL,FW,PSV Eindhoven,20,2003,7.2,1,24,10,41.7,3.33,1.39,0.04,0.10,20.6,0,0,0,1.2,1.2,0.05,-0.2,-0.2
Alejandro Balde,ESP,DF,Barcelona,19,2003,3.7,0,2,0,0.0,0.54,0.00,0.00,,15.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,4.3,1,3,2,66.7,0.70,0.47,0.33,0.50,16.0,0,0,0,0.7,0.7,0.23,+0.3,+0.3
David von Ballmoos,SUI,GK,Young Boys,28,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Simon Banza,COD,FW,Braga,26,1996,3.8,0,14,1,7.1,3.70,0.26,0.00,0.00,14.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1
Bradley Barcola,FRA,"FW,DF",Paris S-G,20,2002,5.3,1,16,6,37.5,3.03,1.14,0.06,0.17,12.3,0,0,0,2.3,2.3,0.15,-1.3,-1.3
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,6.0,0,2,0,0.0,0.33,0.00,0.00,,10.1,0,0,0,0.5,0.5,0.24,-0.5,-0.5
Roony Bardghji,SWE,"MF,FW",FC Copenhagen,17,2005,1.6,1,4,1,25.0,2.47,0.62,0.25,1.00,18.6,0,0,0,0.5,0.5,0.11,+0.5,+0.5
Nicolò Barella,ITA,MF,Inter,26,1997,5.2,0,6,3,50.0,1.15,0.58,0.00,0.00,16.9,0,0,0,0.9,0.9,0.14,-0.9,-0.9
Harvey Barnes,ENG,FW,Newcastle Utd,25,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Romário Baró,POR,MF,Porto,23,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,21,2001,4.4,1,9,1,11.1,2.04,0.23,0.11,1.00,16.6,0,0,0,0.5,0.5,0.05,+0.5,+0.5
Pablo Barrios,ESP,MF,Atlético Madrid,20,2003,2.9,1,4,2,50.0,1.37,0.69,0.25,0.50,19.8,0,0,0,0.3,0.3,0.08,+0.7,+0.7
Davide Bartesaghi,ITA,FW,Milan,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alessandro Bastoni,ITA,DF,Inter,24,1999,5.6,0,3,0,0.0,0.54,0.00,0.00,,16.5,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Jelle Bataille,BEL,DF,Antwerp,24,1999,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christoph Baumgartner,AUT,MF,RB Leipzig,23,1999,1.3,0,6,0,0.0,4.58,0.00,0.00,,17.6,0,0,0,0.8,0.8,0.14,-0.8,-0.8
Sheraldo Becker,SUR,FW,Union Berlin,28,1995,4.1,2,11,6,54.5,2.71,1.48,0.18,0.33,15.2,0,0,0,1.3,1.3,0.12,+0.7,+0.7
Sheraldo Becker,SUR,FW,Real Sociedad,28,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thomas Beelen,NED,DF,Feyenoord,22,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Behrens,GER,FW,Union Berlin,32,1991,3.3,0,6,2,33.3,1.81,0.60,0.00,0.00,10.3,0,0,0,0.9,0.9,0.16,-0.9,-0.9
Armel Bella Kotchap,GER,DF,PSV Eindhoven,21,2001,0.9,0,1,0,0.0,1.07,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Jude Bellingham,ENG,"MF,FW",Real Madrid,20,2003,11.0,4,23,7,30.4,2.09,0.64,0.17,0.57,15.5,0,0,0,3.0,3.0,0.13,+1.0,+1.0
Walter Benítez,ARG,GK,PSV Eindhoven,30,1993,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Loris Benito,SUI,DF,Young Boys,31,1992,4.5,0,1,1,100.0,0.22,0.22,0.00,0.00,3.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3
Ramy Bensebaini,ALG,DF,Dortmund,28,1995,4.2,0,3,1,33.3,0.72,0.24,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Lucas Beraldo,BRA,DF,Paris S-G,19,2003,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Paulo Bernardo,POR,MF,Celtic,21,2002,3.5,0,1,0,0.0,0.29,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Juan Bernat,ESP,DF,Benfica,30,1993,1.2,0,1,1,100.0,0.81,0.81,0.00,0.00,12.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Mads Bidstrup,DEN,MF,RB Salzburg,22,2001,5.5,0,1,0,0.0,0.18,0.00,0.00,,23.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Justin Bijlow,NED,GK,Feyenoord,25,1998,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Janis Blaswich,GER,GK,RB Leipzig,32,1991,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lewin Blum,SUI,DF,Young Boys,22,2001,2.4,1,4,1,25.0,1.67,0.42,0.25,1.00,25.1,0,0,0,0.1,0.1,0.02,+0.9,+0.9
Oscar Bobb,NOR,"FW,MF",Manchester City,20,2003,2.4,1,4,2,50.0,1.65,0.83,0.25,0.50,15.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Sacha Boey,FRA,DF,Galatasaray,22,2000,6.0,1,5,1,20.0,0.83,0.17,0.20,1.00,18.7,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Nicolai Boilesen,DEN,"DF,FW",FC Copenhagen,31,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Valerii Bondar,UKR,DF,Shakhtar,24,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,2.5,0,3,0,0.0,1.22,0.00,0.00,,19.6,0,0,0,0.5,0.5,0.16,-0.5,-0.5
Leonardo Bonucci,ITA,DF,Union Berlin,36,1987,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gonçalo Borges,POR,FW,Porto,22,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cristian Borja,COL,DF,Braga,30,1993,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Olivier Boscagli,FRA,DF,PSV Eindhoven,25,1997,6.8,0,2,0,0.0,0.29,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Sven Botman,NED,DF,Newcastle Utd,23,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Julian Brandt,GER,"MF,FW",Dortmund,27,1996,8.7,2,19,6,31.6,2.18,0.69,0.11,0.33,18.7,1,0,0,1.4,1.4,0.07,+0.6,+0.6
Bruma,POR,FW,Braga,28,1994,4.1,2,12,5,41.7,2.91,1.21,0.17,0.40,20.4,0,0,0,0.7,0.7,0.06,+1.3,+1.3
Osman Bukari,GHA,FW,Red Star,24,1998,5.4,2,12,2,16.7,2.22,0.37,0.17,1.00,17.0,0,0,0,1.0,1.0,0.08,+1.0,+1.0
Dan Burn,ENG,DF,Newcastle Utd,31,1992,3.1,1,3,1,33.3,0.97,0.32,0.33,1.00,14.1,0,0,0,0.2,0.2,0.07,+0.8,+0.8
Jean Butez,FRA,GK,Antwerp,28,1995,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Arthur Cabral,BRA,"FW,DF",Benfica,25,1998,1.3,1,3,1,33.3,2.25,0.75,0.33,1.00,9.2,0,0,0,0.7,0.7,0.23,+0.3,+0.3
Jens Cajuste,SWE,MF,Napoli,23,1999,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Davide Calabria,ITA,DF,Milan,26,1996,4.8,0,1,0,0.0,0.21,0.00,0.00,,5.3,0,0,0,0.2,0.2,0.21,-0.2,-0.2
Hakan Çalhanoğlu,TUR,MF,Inter,29,1994,5.7,1,11,2,18.2,1.94,0.35,0.00,0.00,29.3,2,1,1,1.1,0.4,0.03,-0.1,-0.4
Eduardo Camavinga,FRA,MF,Real Madrid,20,2002,8.8,0,10,4,40.0,1.14,0.46,0.00,0.00,27.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Emre Can,GER,"MF,DF",Dortmund,29,1994,10.1,0,5,1,20.0,0.50,0.10,0.00,0.00,28.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2
João Cancelo,POR,DF,Barcelona,29,1994,9.0,2,11,5,45.5,1.23,0.56,0.18,0.40,18.6,0,0,0,0.6,0.6,0.06,+1.4,+1.4
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,25,1997,2.4,0,3,2,66.7,1.27,0.85,0.00,0.00,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Fábio Cardoso,POR,DF,Porto,29,1994,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
David Carmo,ANG,DF,Porto,24,1999,4.0,0,1,0,0.0,0.25,0.00,0.00,,12.4,0,0,0,0.0,0.0,0.01,0.0,0.0
Cameron Carter-Vickers,USA,DF,Celtic,25,1997,3.3,0,2,1,50.0,0.60,0.30,0.00,0.00,10.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Dani Carvajal,ESP,DF,Real Madrid,31,1992,9.4,1,8,1,12.5,0.85,0.11,0.13,1.00,14.5,0,0,0,0.6,0.6,0.07,+0.4,+0.4
Fabio Carvalho,POR,MF,RB Leipzig,20,2002,1.4,0,4,1,25.0,2.93,0.73,0.00,0.00,24.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1
Vitor Carvalho,BRA,MF,Braga,26,1997,2.9,0,4,0,0.0,1.36,0.00,0.00,,15.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Marc Casado,ESP,MF,Barcelona,19,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicolò Casale,ITA,DF,Lazio,25,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Casemiro,BRA,MF,Manchester Utd,31,1992,1.8,2,5,2,40.0,2.71,1.08,0.40,1.00,12.4,0,0,0,1.0,1.0,0.20,+1.0,+1.0
Valentín Castellanos,ARG,FW,Lazio,24,1998,2.4,0,7,1,14.3,2.89,0.41,0.00,0.00,14.1,0,0,0,1.4,1.4,0.20,-1.4,-1.4
André Castro,POR,MF,Braga,35,1988,0.1,1,1,1,100.0,18.00,18.00,1.00,1.00,23.6,0,0,0,0.0,0.0,0.03,+1.0,+1.0
Danilo Cataldi,ITA,MF,Lazio,28,1994,1.8,0,1,1,100.0,0.56,0.56,0.00,0.00,35.3,0,0,0,0.0,0.0,0.02,0.0,0.0
Dani Ceballos,ESP,MF,Real Madrid,26,1996,1.7,1,2,1,50.0,1.18,0.59,0.50,1.00,12.7,0,0,0,0.2,0.2,0.09,+0.8,+0.8
Miguel Chaiwa,ZAM,MF,Young Boys,19,2004,0.7,0,1,1,100.0,1.50,1.50,0.00,0.00,26.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Chiquinho,POR,MF,Benfica,28,1995,0.6,0,1,0,0.0,1.55,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Andreas Christensen,DEN,"DF,MF",Barcelona,27,1996,4.9,1,4,1,25.0,0.82,0.21,0.25,1.00,10.5,0,0,0,0.7,0.7,0.18,+0.3,+0.3
Samuel Chukwueze,NGA,FW,Milan,24,1999,1.8,2,9,4,44.4,4.91,2.18,0.22,0.50,13.2,0,0,0,0.9,0.9,0.10,+1.1,+1.1
Viktor Claesson,SWE,"FW,MF",FC Copenhagen,31,1992,5.3,0,6,1,16.7,1.13,0.19,0.00,0.00,10.3,0,0,0,0.8,0.8,0.13,-0.8,-0.8
William Clem,DEN,MF,FC Copenhagen,19,2004,0.8,0,1,0,0.0,1.32,0.00,0.00,,17.6,0,0,0,0.0,0.0,0.05,0.0,0.0
Ebrima Colley,GAM,"MF,FW",Young Boys,23,2000,1.4,1,6,1,16.7,4.29,0.71,0.17,1.00,20.2,0,0,0,0.8,0.8,0.13,+0.2,+0.2
Kingsley Coman,FRA,FW,Bayern Munich,27,1996,5.0,2,11,3,27.3,2.22,0.61,0.18,0.67,15.6,0,0,0,1.8,1.8,0.17,+0.2,+0.2
Francisco Conceição,POR,"FW,MF",Porto,20,2002,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,18.6,1,0,0,0.9,0.9,0.13,+0.1,+0.1
Kobe Corbanie,BEL,"DF,FW",Antwerp,18,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andreas Cornelius,DEN,"FW,MF",FC Copenhagen,30,1993,0.9,0,1,1,100.0,1.10,1.10,0.00,0.00,26.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Ángel Correa,ARG,"FW,MF",Atlético Madrid,28,1995,3.6,1,16,8,50.0,4.44,2.22,0.06,0.13,15.1,0,0,0,2.1,2.1,0.13,-1.1,-1.1
David Costa,POR,"MF,FW",Lens,22,2001,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Diogo Costa,POR,GK,Porto,23,1999,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,6.0,0,1,0,0.0,0.17,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Thibaut Courtois,BEL,GK,Real Madrid,31,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Juan Cuadrado,COL,"DF,FW",Inter,35,1988,1.3,0,1,0,0.0,0.80,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Pau Cubarsí,ESP,DF,Barcelona,16,2007,3.0,0,1,0,0.0,0.33,0.00,0.00,,8.9,0,0,0,0.0,0.0,0.04,0.0,0.0
Diogo Dalot,POR,DF,Manchester Utd,24,1999,5.1,0,2,1,50.0,0.39,0.19,0.00,0.00,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Kevin Danso,AUT,DF,Lens,24,1998,6.0,0,7,1,14.3,1.17,0.17,0.00,0.00,10.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Matteo Darmian,ITA,"DF,FW",Inter,33,1989,4.5,0,2,0,0.0,0.44,0.00,0.00,,18.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
David Datro Fofana,CIV,FW,Union Berlin,20,2002,2.2,1,8,4,50.0,3.62,1.81,0.13,0.25,17.5,0,0,0,0.9,0.9,0.11,+0.1,+0.1
Alphonso Davies,CAN,DF,Bayern Munich,22,2000,7.8,1,4,1,25.0,0.51,0.13,0.25,1.00,14.8,0,0,0,0.2,0.2,0.06,+0.8,+0.8
Kevin De Bruyne,BEL,MF,Manchester City,32,1991,2.2,2,13,6,46.2,5.82,2.69,0.15,0.33,18.9,3,0,0,1.2,1.2,0.09,+0.8,+0.8
Ritchie De Laet,BEL,DF,Antwerp,34,1988,2.5,0,1,0,0.0,0.40,0.00,0.00,,11.1,0,0,0,0.0,0.0,0.05,0.0,0.0
Rodrigo De Paul,ARG,MF,Atlético Madrid,29,1994,6.8,1,6,2,33.3,0.88,0.29,0.17,0.50,18.7,0,0,0,0.7,0.7,0.12,+0.3,+0.3
Amar Dedić,BIH,DF,RB Salzburg,20,2002,6.0,0,6,2,33.3,1.00,0.33,0.00,0.00,20.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Miloš Degenek,AUS,FW,Red Star,29,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ousmane Dembélé,FRA,"FW,MF",Paris S-G,26,1997,10.6,2,33,10,30.3,3.12,0.95,0.06,0.20,16.7,1,0,0,3.0,3.0,0.09,-1.0,-1.0
Kerem Demirbay,GER,MF,Galatasaray,30,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thomas van den Belt,NED,MF,Feyenoord,22,2001,0.4,0,1,0,0.0,2.50,0.00,0.00,,24.3,0,0,0,0.0,0.0,0.05,0.0,0.0
Sergiño Dest,USA,DF,PSV Eindhoven,22,2000,7.2,0,4,2,50.0,0.56,0.28,0.00,0.00,19.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Giovanni Di Lorenzo,ITA,DF,Napoli,29,1993,8.0,1,10,4,40.0,1.25,0.50,0.10,0.25,17.6,1,0,0,0.4,0.4,0.04,+0.6,+0.6
Ángel Di María,ARG,FW,Benfica,35,1988,4.6,1,12,5,41.7,2.62,1.09,0.08,0.20,23.4,1,0,0,0.3,0.3,0.03,+0.7,+0.7
Rúben Dias,POR,DF,Manchester City,26,1997,8.5,0,5,2,40.0,0.59,0.24,0.00,0.00,9.1,0,0,0,0.7,0.7,0.13,-0.7,-0.7
Brahim Díaz,MAR,"MF,FW",Real Madrid,23,1999,3.6,2,10,3,30.0,2.79,0.84,0.20,0.67,15.0,0,0,0,1.5,1.5,0.16,+0.5,+0.5
Eric Dier,ENG,DF,Bayern Munich,29,1994,5.0,0,4,1,25.0,0.80,0.20,0.00,0.00,10.2,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Kevin Diks,NED,DF,FC Copenhagen,26,1996,7.9,0,2,0,0.0,0.25,0.00,0.00,,19.9,0,0,0,0.0,0.0,0.02,0.0,0.0
Javairô Dilrosun,NED,DF,Feyenoord,25,1998,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,22.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Federico Dimarco,ITA,DF,Inter,25,1997,4.0,1,6,3,50.0,1.48,0.74,0.17,0.33,18.4,1,0,0,0.5,0.5,0.08,+0.5,+0.5
Andy Diouf,FRA,MF,Lens,20,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Novatus Dismas,TAN,DF,Shakhtar,20,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro djaló,ESP,FW,Braga,23,1999,4.5,2,8,2,25.0,1.78,0.44,0.25,1.00,17.1,1,0,1,1.8,1.1,0.13,+0.2,+0.9
Nasser Djiga,BFA,DF,Red Star,20,2002,6.0,0,2,0,0.0,0.33,0.00,0.00,,10.1,0,0,0,0.2,0.2,0.10,-0.2,-0.2
