Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA/90,SCAPassLive,SCAPassDead,SCATakeOns,SCAShots,SCAFoulsDrawn,SCADefAction,GCA,GCA/90,GCAPassLive,GCAPassDead,GCATakeOns,GCAShots,GCAFoulsDrawn,GCADefAction
Emil Audero,ITA,GK,Inter,26,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Augusto,BRA,"DF,FW",Inter,24,1999,5.3,6,1.14,3,2,0,1,0,0,0,0.00,0,0,0,0,0,0
Yann Aurel Bisseck,GER,DF,Inter,22,2000,1.9,9,5.70,6,0,1,1,1,0,1,0.63,0,0,0,1,0,0
Fredrik Aursnes,NOR,"DF,MF",Benfica,27,1995,6.0,14,2.33,13,1,0,0,0,0,1,0.17,1,0,0,0,0,0
Kaan Ayhan,TUR,"MF,DF",Galatasaray,28,1994,4.2,12,2.84,11,0,0,0,0,1,1,0.24,1,0,0,0,0,0
Neil El Aynaoui,FRA,MF,Lens,22,2001,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Irakli Azarov,GEO,DF,Shakhtar,21,2002,3.3,8,2.43,8,0,0,0,0,0,1,0.30,1,0,0,0,0,0
César Azpilicueta,ESP,DF,Atlético Madrid,33,1989,3.2,3,1.01,3,0,0,0,0,0,1,0.34,1,0,0,0,0,0
Isaac Babadi,NED,"FW,MF",PSV Eindhoven,18,2005,0.2,1,4.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Loïc Bade,FRA,DF,Sevilla,23,2000,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexander Bah,DEN,DF,Benfica,25,1997,2.1,5,2.36,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Samson Baidoo,AUT,DF,RB Salzburg,19,2004,3.4,4,1.19,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Cédric Bakambu,COD,FW,Galatasaray,32,1991,0.4,1,2.37,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Johan Bakayoko,BEL,FW,PSV Eindhoven,20,2003,7.2,36,4.99,27,2,6,0,1,0,1,0.14,1,0,0,0,0,0
Alejandro Balde,ESP,DF,Barcelona,19,2003,3.7,5,1.36,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22,2001,4.3,11,2.58,8,2,0,0,0,1,0,0.00,0,0,0,0,0,0
David von Ballmoos,SUI,GK,Young Boys,28,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Simon Banza,COD,FW,Braga,26,1996,3.8,5,1.32,5,0,0,0,0,0,1,0.26,1,0,0,0,0,0
Bradley Barcola,FRA,"FW,DF",Paris S-G,20,2002,5.3,23,4.36,16,0,6,0,1,0,2,0.38,1,0,1,0,0,0
Abdülkerim Bardakcı,TUR,DF,Galatasaray,28,1994,6.0,3,0.50,2,0,0,1,0,0,1,0.17,1,0,0,0,0,0
Roony Bardghji,SWE,"MF,FW",FC Copenhagen,17,2005,1.6,4,2.47,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Nicolò Barella,ITA,MF,Inter,26,1997,5.2,27,5.19,25,1,0,1,0,0,3,0.58,2,0,0,1,0,0
Harvey Barnes,ENG,FW,Newcastle Utd,25,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Romário Baró,POR,MF,Porto,23,2000,0.7,2,2.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ander Barrenetxea,ESP,"FW,MF",Real Sociedad,21,2001,4.4,21,4.76,16,0,3,1,1,0,3,0.68,1,0,2,0,0,0
Pablo Barrios,ESP,MF,Atlético Madrid,20,2003,2.9,5,1.94,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0
Davide Bartesaghi,ITA,FW,Milan,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alessandro Bastoni,ITA,DF,Inter,24,1999,5.6,13,2.34,13,0,0,0,0,0,2,0.36,2,0,0,0,0,0
Jelle Bataille,BEL,DF,Antwerp,24,1999,4.6,10,2.20,9,1,0,0,0,0,1,0.22,1,0,0,0,0,0
Christoph Baumgartner,AUT,MF,RB Leipzig,23,1999,1.3,5,3.78,3,0,0,1,1,0,1,0.76,0,0,0,1,0,0
Sheraldo Becker,SUR,FW,Union Berlin,28,1995,4.1,12,2.96,10,0,0,2,0,0,1,0.25,0,0,0,1,0,0
Sheraldo Becker,SUR,FW,Real Sociedad,28,1995,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Beelen,NED,DF,Feyenoord,22,2001,0.9,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Behrens,GER,FW,Union Berlin,32,1991,3.3,3,0.90,1,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Armel Bella Kotchap,GER,DF,PSV Eindhoven,21,2001,0.9,1,1.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jude Bellingham,ENG,"MF,FW",Real Madrid,20,2003,11.0,48,4.50,34,0,5,4,4,1,7,0.66,5,0,1,0,0,1
Walter Benítez,ARG,GK,PSV Eindhoven,30,1993,8.0,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Loris Benito,SUI,DF,Young Boys,31,1992,4.5,2,0.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ramy Bensebaini,ALG,DF,Dortmund,28,1995,4.2,10,2.41,8,1,0,0,1,0,1,0.24,1,0,0,0,0,0
Lucas Beraldo,BRA,DF,Paris S-G,19,2003,4.5,2,0.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paulo Bernardo,POR,MF,Celtic,21,2002,3.5,3,0.87,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Bernat,ESP,DF,Benfica,30,1993,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mads Bidstrup,DEN,MF,RB Salzburg,22,2001,5.5,2,0.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Justin Bijlow,NED,GK,Feyenoord,25,1998,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Janis Blaswich,GER,GK,RB Leipzig,32,1991,5.0,1,0.20,1,0,0,0,0,0,1,0.20,1,0,0,0,0,0
Lewin Blum,SUI,DF,Young Boys,22,2001,2.4,4,1.66,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Oscar Bobb,NOR,"FW,MF",Manchester City,20,2003,2.4,12,4.95,8,0,2,2,0,0,0,0.00,0,0,0,0,0,0
Sacha Boey,FRA,DF,Galatasaray,22,2000,6.0,22,3.67,16,2,1,2,0,1,1,0.17,1,0,0,0,0,0
Nicolai Boilesen,DEN,"DF,FW",FC Copenhagen,31,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Valerii Bondar,UKR,DF,Shakhtar,24,1999,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Artem Bondarenko,UKR,MF,Shakhtar,22,2000,2.5,9,3.67,7,0,1,1,0,0,1,0.41,1,0,0,0,0,0
Leonardo Bonucci,ITA,DF,Union Berlin,36,1987,2.9,2,0.69,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gonçalo Borges,POR,FW,Porto,22,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristian Borja,COL,DF,Braga,30,1993,5.7,17,2.96,15,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Olivier Boscagli,FRA,DF,PSV Eindhoven,25,1997,6.8,12,1.77,10,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Sven Botman,NED,DF,Newcastle Utd,23,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Julian Brandt,GER,"MF,FW",Dortmund,27,1996,8.7,49,5.62,25,18,1,4,1,0,3,0.34,2,1,0,0,0,0
Bruma,POR,FW,Braga,28,1994,4.1,16,3.88,13,0,2,0,1,0,1,0.24,1,0,0,0,0,0
Osman Bukari,GHA,FW,Red Star,24,1998,5.4,23,4.25,15,2,3,2,0,1,3,0.55,1,0,0,2,0,0
Dan Burn,ENG,DF,Newcastle Utd,31,1992,3.1,1,0.32,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean Butez,FRA,GK,Antwerp,28,1995,5.0,1,0.20,1,0,0,0,0,0,1,0.20,1,0,0,0,0,0
Arthur Cabral,BRA,"FW,DF",Benfica,25,1998,1.3,4,3.00,3,0,1,0,0,0,2,1.50,1,0,1,0,0,0
Jens Cajuste,SWE,MF,Napoli,23,1999,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Davide Calabria,ITA,DF,Milan,26,1996,4.8,12,2.52,11,1,0,0,0,0,1,0.21,1,0,0,0,0,0
Hakan Çalhanoğlu,TUR,MF,Inter,29,1994,5.7,22,4.13,12,8,0,2,0,0,0,0.00,0,0,0,0,0,0
Eduardo Camavinga,FRA,MF,Real Madrid,20,2002,8.8,19,2.25,16,0,1,1,1,0,1,0.12,1,0,0,0,0,0
Emre Can,GER,"MF,DF",Dortmund,29,1994,10.1,13,1.29,11,0,2,0,0,0,1,0.10,1,0,0,0,0,0
João Cancelo,POR,DF,Barcelona,29,1994,9.0,33,3.68,23,2,5,0,1,2,3,0.33,2,0,1,0,0,0
Nicolás Capaldo,ARG,"MF,DF",RB Salzburg,25,1997,2.4,6,2.56,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Fábio Cardoso,POR,DF,Porto,29,1994,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
David Carmo,ANG,DF,Porto,24,1999,4.0,3,0.75,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Cameron Carter-Vickers,USA,DF,Celtic,25,1997,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dani Carvajal,ESP,DF,Real Madrid,31,1992,9.4,20,2.13,17,1,0,1,0,1,1,0.11,1,0,0,0,0,0
Fabio Carvalho,POR,MF,RB Leipzig,20,2002,1.4,3,2.20,1,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Vitor Carvalho,BRA,MF,Braga,26,1997,2.9,3,1.02,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marc Casado,ESP,MF,Barcelona,19,2003,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolò Casale,ITA,DF,Lazio,25,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Casemiro,BRA,MF,Manchester Utd,31,1992,1.8,5,2.71,5,0,0,0,0,0,2,1.08,2,0,0,0,0,0
Valentín Castellanos,ARG,FW,Lazio,24,1998,2.4,5,2.06,4,0,0,0,1,0,1,0.41,0,0,0,0,1,0
André Castro,POR,MF,Braga,35,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danilo Cataldi,ITA,MF,Lazio,28,1994,1.8,4,2.25,3,0,0,1,0,0,1,0.56,1,0,0,0,0,0
Dani Ceballos,ESP,MF,Real Madrid,26,1996,1.7,7,4.14,5,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Miguel Chaiwa,ZAM,MF,Young Boys,19,2004,0.7,1,1.50,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Chiquinho,POR,MF,Benfica,28,1995,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andreas Christensen,DEN,"DF,MF",Barcelona,27,1996,4.9,6,1.23,4,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Samuel Chukwueze,NGA,FW,Milan,24,1999,1.8,11,5.96,8,0,1,2,0,0,1,0.54,0,0,1,0,0,0
Viktor Claesson,SWE,"FW,MF",FC Copenhagen,31,1992,5.3,11,2.07,9,0,1,1,0,0,2,0.38,1,0,0,1,0,0
William Clem,DEN,MF,FC Copenhagen,19,2004,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ebrima Colley,GAM,"MF,FW",Young Boys,23,2000,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kingsley Coman,FRA,FW,Bayern Munich,27,1996,5.0,15,3.03,12,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Francisco Conceição,POR,"FW,MF",Porto,20,2002,2.7,10,3.72,7,1,2,0,0,0,1,0.37,1,0,0,0,0,0
Kobe Corbanie,BEL,"DF,FW",Antwerp,18,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andreas Cornelius,DEN,"FW,MF",FC Copenhagen,30,1993,0.9,3,3.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ángel Correa,ARG,"FW,MF",Atlético Madrid,28,1995,3.6,24,7.35,18,0,3,3,0,0,2,0.61,0,0,0,2,0,0
David Costa,POR,"MF,FW",Lens,22,2001,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Diogo Costa,POR,GK,Porto,23,1999,8.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Soumaïla Coulibaly,FRA,DF,Antwerp,19,2003,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thibaut Courtois,BEL,GK,Real Madrid,31,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Juan Cuadrado,COL,"DF,FW",Inter,35,1988,1.3,2,1.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pau Cubarsí,ESP,DF,Barcelona,16,2007,3.0,5,1.67,4,0,0,1,0,0,2,0.67,2,0,0,0,0,0
Diogo Dalot,POR,DF,Manchester Utd,24,1999,5.1,8,1.56,8,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Kevin Danso,AUT,DF,Lens,24,1998,6.0,5,0.83,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Matteo Darmian,ITA,"DF,FW",Inter,33,1989,4.5,10,2.39,7,1,1,1,0,0,0,0.00,0,0,0,0,0,0
David Datro Fofana,CIV,FW,Union Berlin,20,2002,2.2,6,2.71,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alphonso Davies,CAN,DF,Bayern Munich,22,2000,7.8,12,1.53,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin De Bruyne,BEL,MF,Manchester City,32,1991,2.2,11,4.93,5,5,0,0,1,0,0,0.00,0,0,0,0,0,0
Ritchie De Laet,BEL,DF,Antwerp,34,1988,2.5,3,1.21,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,29,1994,6.8,23,3.39,20,1,0,0,2,0,0,0.00,0,0,0,0,0,0
Amar Dedić,BIH,DF,RB Salzburg,20,2002,6.0,9,1.50,5,1,2,0,0,1,0,0.00,0,0,0,0,0,0
Miloš Degenek,AUS,FW,Red Star,29,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ousmane Dembélé,FRA,"FW,MF",Paris S-G,26,1997,10.6,56,5.31,41,7,4,2,2,0,7,0.66,3,2,0,1,1,0
Kerem Demirbay,GER,MF,Galatasaray,30,1993,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas van den Belt,NED,MF,Feyenoord,22,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergiño Dest,USA,DF,PSV Eindhoven,22,2000,7.2,12,1.67,11,0,1,0,0,0,1,0.14,1,0,0,0,0,0
Giovanni Di Lorenzo,ITA,DF,Napoli,29,1993,8.0,18,2.25,17,0,0,1,0,0,2,0.25,2,0,0,0,0,0
Ángel Di María,ARG,FW,Benfica,35,1988,4.6,19,4.15,11,6,0,1,1,0,3,0.66,3,0,0,0,0,0
Rúben Dias,POR,DF,Manchester City,26,1997,8.5,12,1.47,10,0,0,2,0,0,2,0.25,1,0,0,1,0,0
Brahim Díaz,MAR,"MF,FW",Real Madrid,23,1999,3.6,21,6.45,14,0,5,2,0,0,4,1.23,1,0,3,0,0,0
Eric Dier,ENG,DF,Bayern Munich,29,1994,5.0,1,0.20,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Diks,NED,DF,FC Copenhagen,26,1996,7.9,9,1.15,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Javairô Dilrosun,NED,DF,Feyenoord,25,1998,0.1,3,22.50,1,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Federico Dimarco,ITA,DF,Inter,25,1997,4.0,9,2.23,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Andy Diouf,FRA,MF,Lens,20,2003,0.4,2,4.74,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Novatus Dismas,TAN,DF,Shakhtar,20,2002,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Álvaro djaló,ESP,FW,Braga,23,1999,4.5,16,3.55,10,0,1,2,3,0,0,0.00,0,0,0,0,0,0
Nasser Djiga,BFA,DF,Red Star,20,2002,6.0,2,0.33,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Marko Dmitrović,SRB,GK,Sevilla,31,1992,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danilho Doekhi,NED,DF,Union Berlin,25,1998,2.9,4,1.39,4,0,0,0,0,0,1,0.35,1,0,0,0,0,0
Jeremy Doku,BEL,"FW,MF",Manchester City,21,2002,3.4,25,8.21,20,0,4,1,0,0,2,0.66,2,0,0,0,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,24,1999,12.0,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nene Dorgeles,MLI,"FW,MF",RB Salzburg,20,2002,1.5,5,3.26,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Aleksandar Dragović,AUT,DF,Red Star,32,1991,6.0,6,1.00,3,1,0,2,0,0,1,0.17,0,0,0,1,0,0
Martin Dúbravka,SVK,GK,Newcastle Utd,34,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Denzel Dumfries,NED,DF,Inter,27,1996,3.6,7,1.97,5,1,0,1,0,0,1,0.28,1,0,0,0,0,0
Ederson,BRA,GK,Manchester City,29,1993,7.3,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jorge Eduardo Sánchez,MEX,DF,Porto,25,1997,2.1,5,2.87,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Eguinaldo,BRA,"MF,FW",Shakhtar,18,2004,0.2,1,5.63,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Chidera Ejuke,NGA,FW,Antwerp,25,1998,1.7,7,4.09,3,3,0,0,0,1,0,0.00,0,0,0,0,0,0
Jurgen Ekkelenkamp,NED,MF,Antwerp,23,2000,3.0,4,1.31,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Meschak Elia,COD,"FW,MF",Young Boys,25,1997,5.5,18,3.25,14,0,2,0,1,1,0,0.00,0,0,0,0,0,0
Elif Elmas,MKD,MF,RB Leipzig,23,1999,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Elif Elmas,MKD,"FW,MF",Napoli,23,1999,1.6,5,3.04,2,0,2,0,1,0,0,0.00,0,0,0,0,0,0
Mohamed Elneny,EGY,MF,Arsenal,31,1992,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aritz Elustondo,ESP,DF,Real Sociedad,29,1994,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mohamed Elyounoussi,NOR,"FW,MF",FC Copenhagen,28,1994,7.6,26,3.42,15,0,4,6,1,0,3,0.39,2,0,0,1,0,0
Youssef En-Nesyri,MAR,FW,Sevilla,26,1997,5.7,4,0.70,3,0,0,0,1,0,1,0.18,0,0,0,0,1,0
Luis Enrique Palma,HON,FW,Celtic,23,2000,3.0,5,1.69,2,1,1,1,0,0,0,0.00,0,0,0,0,0,0
Christian Eriksen,DEN,MF,Manchester Utd,31,1992,2.3,6,2.66,5,1,0,0,0,0,1,0.44,1,0,0,0,0,0
Stephen Eustáquio,CAN,MF,Porto,26,1996,5.9,15,2.63,7,6,1,0,1,0,2,0.35,0,1,0,0,1,0
Evanilson,BRA,FW,Porto,23,1999,5.4,17,3.14,15,0,0,2,0,0,1,0.18,1,0,0,0,0,0
Jonny Evans,NIR,DF,Manchester Utd,35,1988,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rasmus Falk,DEN,MF,FC Copenhagen,31,1992,7.0,11,1.57,9,1,0,0,1,0,2,0.29,2,0,0,0,0,0
João Félix,POR,FW,Barcelona,23,1999,4.1,11,2.68,7,0,1,3,0,0,2,0.49,2,0,0,0,0,0
Bruno Fernandes,POR,"MF,FW",Manchester Utd,28,1994,6.0,27,4.50,19,5,1,0,1,1,3,0.50,1,2,0,0,0,0
Roger Fernandes,GNB,FW,Braga,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Fernández,ESP,FW,Real Sociedad,27,1996,0.8,1,1.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fernando,BRA,FW,RB Salzburg,24,1999,0.4,3,7.50,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Fernando,BRA,MF,Sevilla,36,1987,3.6,4,1.08,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alessandro Florenzi,ITA,DF,Milan,32,1991,1.8,10,5.70,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Phil Foden,ENG,"FW,MF",Manchester City,23,2000,7.6,38,5.25,31,0,4,3,0,0,10,1.38,8,0,2,0,0,0
Diogo Fonseca,POR,DF,Braga,21,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
José Fonte,POR,DF,Braga,39,1983,4.0,1,0.25,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
James Forrest,SCO,FW,Celtic,32,1991,1.0,1,0.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emil Forsberg,SWE,"MF,FW",RB Leipzig,31,1991,4.5,13,2.89,12,0,1,0,0,0,1,0.22,1,0,0,0,0,0
